X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,Y
0.59,1.47,-0.66,0.07,0.51,1.15,3.17,2.5,4.12,3.02,3.26,1.27,3.1,1.18,3.98,-0.02,0.21,-1.53,-0.9,1,0.54,y1
0.77,1.74,1.37,3.3,2.83,5.65,6.22,5.05,2.05,2.08,3.19,1.22,-0.02,1.06,0.66,0.04,-0.74,-0.81,-0.39,-1.24,-1.06,y1
1.6,0.2,-1.04,-0.98,0.14,-1.67,2.44,3.48,4.32,3.27,6.19,4.89,4.04,1.57,1.47,1.82,-0.34,1.06,-0.56,-2.13,-0.41,y1
0.69,-0.58,-0.15,0.19,2.44,1.13,3.98,2.52,3.92,5.68,5.91,2.94,2.25,2.5,2.47,0.35,0.12,2.77,-0.89,0.41,-1.63,y1
-1.75,-1.06,0.92,0.81,0.67,1.95,3.08,3.18,3.49,5.2,5.88,5.16,3.99,1.96,2.53,2.52,-1.37,1.36,0.16,0.16,0.42,y1
-1.01,-0.17,1.52,1.79,4.45,3.91,5.63,4.35,4.68,3.41,2.42,0.82,0.56,0.7,1.38,0.06,-1.09,1.1,-1.03,-1.95,0.83,y1
0.28,0.07,1.74,0.11,2.69,3.62,3.18,4.72,2.6,2.92,4.82,2.23,2.1,1.84,1.6,-0.48,-0.47,-1.25,-0.14,1.33,-0.38,y1
0.72,0.74,0.61,-0.17,-0.17,0.56,3.6,3.94,4.89,2.73,6.81,2.23,1.04,3.07,0.09,-0.75,1.3,1.72,-0.41,-0.04,2.03,y1
-2.01,1.52,1.16,0.69,2.76,2.87,3.42,2.97,4.22,4.33,3.94,3.11,0.52,0.11,0,1.02,0.08,0.64,0.9,0.88,-0.86,y1
1.88,-0.43,0.46,0.5,-0.52,0.36,2.05,3.68,3.12,5.58,3.75,6.35,3.94,0.92,2.01,0.56,0.25,0.25,1.01,2.1,-0.02,y1
-0.59,-0.49,0.46,2.48,4.99,4.16,5.27,3.96,3.5,3.39,3.88,3.86,0.82,-0.03,0.96,1.76,-0.53,-1.11,-0.16,0.72,-0.51,y1
-1.04,1.48,2.05,0.77,1.1,1.03,1.35,4.66,4.89,5.71,5.87,3.33,1.92,1.46,2.51,0.02,-0.17,1.16,-0.58,0,0.45,y1
-0.45,1,0.91,1.15,0.38,2.93,2.66,2.68,4.55,2.34,2.87,2.13,2.35,1.57,0.71,0.96,0.25,0.94,0.58,0.78,-0.09,y1
-1.36,0.39,-0.01,0.95,0.03,2.52,2.31,1.02,0.11,2.63,2.96,4.09,3.08,5.49,6.84,5.39,4.45,2.27,0.39,0.04,0.2,y0
0.06,0.9,1.78,1.02,2.13,2.15,3.28,2.62,2.3,2.8,1.34,2.66,0.48,1.41,3.58,2.41,2.09,0.78,2.07,0.97,-0.99,y0
1.3,0.67,0.88,1.35,0.86,2.29,0.66,-0.72,1.81,2.48,0.39,4.33,4.22,5.45,4.77,3.05,3.38,2.52,3.16,-0.27,-0.34,y0
0.03,1.85,1.07,0.33,0.9,2.28,2.22,1.24,4.3,3.17,1.19,0.45,3.04,3.69,2.09,3.07,1.59,2.95,0.88,0.34,0.36,y0
0.84,0.34,1.89,0.07,3.53,4.9,5.19,6.45,2.2,1.29,2.32,1.83,-0.04,-0.75,0.02,1.2,1.05,1.95,0.51,0.76,2.2,y0
-1.36,0.8,0.88,2.47,0.97,3.9,4.1,2.71,1.8,2.72,0.32,1.17,0.84,1.67,0.22,1.64,0.3,0.93,1.33,1.27,0.55,y0
0.37,0,1.83,3.98,2.71,4.47,3.27,2.33,3.66,3.96,2.19,-0.72,2.27,3.1,1.05,2.01,0.27,1.09,-0.09,0.11,-1.52,y0
0.32,-0.5,2.53,4.49,2.9,5.51,5.1,2.86,1.66,2.35,1.55,2.46,1.88,1.21,0.15,-0.07,2.14,1.16,-0.89,-0.65,-0.91,y0
-0.24,1.19,-0.95,2.03,1.78,3.09,3.58,3.26,1.18,2.99,2.59,1.96,1.32,3.89,3.45,4.93,2.38,0.44,1.67,0.4,0.2,y0
-0.17,0.35,-0.4,0.94,2.69,1.18,3.03,2.34,0.68,1.49,1.79,2.29,3.89,2.19,3.89,5.79,2.09,2.21,1.3,0.74,0.43,y0
-1.61,0.87,-0.54,-0.3,1.77,-2.65,-2.11,0.29,0.52,0.82,3.09,1.93,3.91,4.63,5.88,3.9,4.15,3.59,1.98,-1.5,-1.15,y0
-0.39,1.35,1.19,2.55,2.92,4.59,3.46,2.99,4.91,2.49,1.76,2.5,1.55,-0.37,0.92,-0.17,2.05,2.57,0.78,0.16,-1.59,y0
-0.41,-0.86,3.42,3.08,1.83,4.69,3.18,4.82,2.62,2.61,1.57,1.53,0.85,1.46,-0.4,1.78,0.07,0.03,-0.27,1.09,-0.25,y0
-0.72,-1.21,-2.31,1.7,-1.68,1.81,1.38,1.16,0.83,2.13,2.55,2.68,2.26,5.27,4.52,5.62,1.75,0.9,1.72,0.05,0.03,y0
-0.4,-1.39,1.73,0.38,2.49,1.97,2.95,1.99,1.33,1.74,3.13,2.76,4.02,4.82,1.63,2.62,2.16,0.35,0.33,0.18,-1.6,y0
1.63,1.15,1.21,0.25,0.99,1.39,1.86,2.87,2.74,2.07,3.11,2.4,2.97,3.45,5.12,1.82,2.9,2.45,2.85,2.09,-0.91,y0
-0.11,-0.66,1.06,1.67,2.38,1.9,1.39,-0.61,1.6,2.8,1.9,2.04,0.66,5.29,5,5.49,1.59,1.73,2.02,1.22,0.58,y0
0.15,-0.22,-0.1,2.41,3.01,2.3,4.09,1.6,3.7,3.05,0.92,1.26,1.82,3.02,2.91,1.77,0.63,0.02,2.71,1.29,0.58,y0
0.56,0.65,1.17,0.8,1.52,-0.02,-0.32,-1.25,1.8,-0.07,1.83,4.37,3.79,2.84,6.07,3.79,2.48,1.72,2.06,0.77,-0.19,y0
1.3,-0.27,1.9,-0.41,3.19,0.58,1.43,1.98,2.34,2.78,1.35,2.58,3.54,2.61,3,3.14,1.81,2.53,1.11,0,2.48,y0
-1.23,1.35,1.53,0.71,3.91,4.95,5.68,3.46,2.36,2.42,0.94,0.72,1.96,2.75,0.77,2.01,-0.73,0.65,0.27,0.26,0.24,y0
-0.03,-0.65,-0.06,-0.14,0.05,3.06,2.17,1.39,-0.25,1.8,1.86,3.03,1.62,4.35,5.52,2.72,2.33,1.72,0.57,0.52,0.85,y0
-1.63,-0.61,0.95,4.06,0.9,3.95,4.48,2.56,2.47,0.83,3.32,1.77,3.42,2.29,2.45,0.62,0.58,1.29,0.92,-0.79,0.33,y0
0.71,0.48,0.71,0.28,2.26,0.6,0.78,-0.36,1.04,0.85,1.46,2.05,2.25,5.51,4.67,4.86,2.24,0.91,2.18,3.26,-0.32,y0
-0.15,-1.56,0.06,0.93,1.67,1.27,1.81,1.85,2.64,3.29,1.39,2.22,3.03,3.77,3.56,5.04,3.08,2.13,3.82,0.72,-0.43,y0
-1.24,1.55,0.37,1.34,1.9,3.63,3,1.56,0.43,1.5,1.01,2.46,2.43,2.53,3.48,1.96,2.3,2.26,-0.23,0.53,0.44,y0
0.61,-0.04,0.6,1.45,4.46,4.33,6.63,3.05,3.63,3.04,-0.07,2.78,-0.47,1.2,0.63,2.38,0.52,-0.06,1.35,1.06,-0.92,y0
1.09,-0.42,2.48,1.5,3.62,6.68,6.54,6.29,3.46,1.78,2.86,0.57,-1.97,1.24,0.05,0.21,0.22,1.08,1.15,-0.17,-0.83,y0
-0.76,1.25,3.06,5.27,2.24,5.44,5.33,3.48,3.82,1.1,3.72,2.26,1.2,1.6,-1.28,3.33,-0.01,0.12,-0.1,2.53,0.63,y0
0.61,-0.26,3,1.77,1.66,2.22,3.76,2.84,1.25,2.52,1.54,3.52,0.91,0.69,-0.29,0.96,0.27,1,0.16,1.46,-0.93,y0
0.1,0.41,2.28,2.3,1.59,3.84,5.07,3.11,3.66,1.9,2.37,1.39,-1.95,0.52,3.16,-0.55,2.16,1.26,0.36,-1.55,1.26,y0
-0.58,-1.94,1.51,2.21,-0.15,1.56,0.6,-1.45,-1.18,2.81,1.64,2.46,3.33,4.48,4.44,2.93,4.01,2.45,0.8,-1.21,-1.33,y0
-0.38,-0.45,2.27,2.75,2.87,3.4,5.37,4.86,0.85,2.37,1.92,2.76,1.04,2.89,2.72,0.73,2.24,0.54,1.88,-0.11,-0.12,y0
-0.01,-1.28,1.74,2.72,4.46,3.4,3.9,2.74,3.02,2.83,2.06,0.74,0.56,0.85,2.19,2.03,1.55,1.27,0.97,-0.2,-2.04,y0
0.2,0.9,2.85,2.27,2.79,5.15,6.35,4.31,3.26,3.4,0.33,2.98,0.17,0.14,1.6,0.3,0.22,0.29,-0.13,-0.08,-0.03,y0
0.09,1.64,1.19,3.4,2.1,3.98,4.5,3.54,1.16,1.47,2.15,-1.69,0.75,0.54,0.96,1.41,1.11,0.91,0.95,0.66,-0.5,y0
-0.65,0.53,1.05,1.9,2.94,2.03,3.3,3.39,1.49,2.54,-0.29,0.71,2.27,2.58,1.71,3.46,2.06,0.72,0.98,0.25,0.51,y0
1.01,-0.43,0.39,0.01,1.49,2.15,0.52,-0.33,0.07,0.88,1.19,2.68,3.79,4.89,4.88,5.34,5.16,3.88,1.49,1.89,-1.02,y0
-1.35,0.98,0.74,3.33,2.65,0.58,3.69,3.8,1.65,3.15,0.62,2.73,0.2,4.66,2.91,2.73,1.36,0.44,0.36,3.31,0.05,y0
0.95,1.9,3.91,1.59,2.09,2.37,4.42,3.93,2.25,2.14,3.89,2,1.4,1.82,2.27,3.54,1.76,0.85,1.08,-0.35,0.28,y0
-0.71,1.03,1.44,3.57,3.63,5.23,6.82,5.2,3.12,4.01,3.47,2.55,-0.22,1.39,-0.11,-2.15,-0.22,-0.91,0.24,-0.24,0.08,y0
1.36,-0.79,0.33,3.82,0.47,3.48,4.17,3.17,3.23,0.93,1.67,1.64,2.56,2.61,1.53,1.83,3.99,1.58,-0.05,0.86,-0.75,y0
-0.7,-0.06,0.43,0.12,1.54,2.15,2.83,5.38,1.52,1.66,3.35,2.22,1.82,1.48,4.68,4.3,3.65,1.58,-0.25,0.71,0.38,y0
-1.21,2.16,1.46,3.01,2.84,3.38,4.26,3.24,1.56,2.45,1.98,-0.18,0.14,0.5,1.34,0.55,-0.25,0.9,0.8,-0.84,1.04,y0
-0.71,1.8,1.52,-1.11,1.38,1.64,0.89,0.21,0.64,1.32,2.15,3.88,3.32,4.08,5.48,2.87,2.36,3.64,1.76,0.63,0.3,y0
0.51,0.79,0.12,3.28,2.23,3.24,5.01,3.74,2.39,1.86,1.46,1.65,2.71,1.89,2.1,2.39,0.75,0.81,1.09,-0.99,0.23,y0
-1.02,0.83,-1.34,1.13,-0.83,0.44,-0.18,0.16,0.75,0.5,0.27,0.42,2.92,2.86,4.82,3.74,2.03,4.44,2.05,2.43,-0.03,y0
0.24,0.37,0.32,2.15,2.72,1.84,3.34,2.15,2.65,2.48,1.5,1.83,1.38,1.69,3.18,0.13,0.09,1.73,-0.2,1.57,0.45,y0
-1.1,0.18,-0.29,1.79,3.12,2.4,3.95,3.83,2.57,2.34,0.74,2.43,1.4,2.2,2.96,3.43,1.71,0.25,0.87,0.41,1,y0
0.56,0.62,-1.4,0.57,2.15,0.36,0.75,0.8,-0.55,1.39,2.47,2.01,3.42,3.6,4.36,3.43,3.69,2.39,1.43,-0.27,0.5,y0
0.68,2.87,1.84,2.08,3,4.45,4.64,4.72,4.39,2.14,2.03,0.27,0.95,0.5,-0.43,0.1,0.34,1.18,0.82,0.55,-1.32,y0
-0.71,-0.82,-1.12,0.63,0.24,0.27,1.17,0.46,1.27,1.62,4.46,1.53,2.74,4.47,5.39,3.77,3.49,2.42,1.12,0.23,-0.49,y0
-1.5,0.41,-0.06,-0.55,2.86,1.96,1.48,0.69,2.66,2.44,1.56,2.75,4.3,4.27,4.49,2.39,2.89,2.08,-0.38,-0.13,-1.13,y0
-0.86,1.03,1.3,1.14,2.72,3.14,3.41,1.74,1.14,0.95,2.21,3.49,3.58,3.65,4.22,2.17,1.01,0.95,1.02,0.33,1.28,y0
-1.29,1.36,1.2,3.15,5.33,3.57,2.67,3.65,4.51,3.8,1.98,2.1,0.93,2.36,-0.99,0.38,-0.66,0.92,0.74,-1.5,-0.04,y0
-1.11,0.12,2.38,1.25,1.2,0.84,4.49,1.28,1.64,2.23,1.69,1.88,2.92,1.19,1.14,2.79,1.9,0.28,0.26,3.05,-0.07,y0
-0.27,-2.11,0.43,1.38,1.43,0.08,1.75,-0.22,-0.21,0.8,2.36,2.2,3.13,4.34,4.15,5.08,3.43,3.15,0.46,-0.31,-0.22,y0
1.4,0.98,2.03,2.35,2.35,0.39,2.62,2.6,2.11,0.99,2.27,1.42,0.08,2.61,3.19,3.81,2.26,0.9,2.38,0.23,-0.51,y0
0.37,1.63,0.92,-0.17,3.3,3.07,3.87,1.82,0.62,2.02,2.67,1.82,1.33,1.02,1.06,1.51,2.11,0.72,2.71,2.13,-1.73,y0
0.99,2.17,1.7,3.04,3.7,5.11,6.64,4.13,3.56,3.68,2.89,0.81,0.75,0.67,0.37,0.45,-0.36,-0.4,1.56,1.86,0.77,y0
-0.06,1.25,0.77,3.22,3.02,3.31,4.1,4.1,2.42,2.46,1.03,-0.05,0.89,0.24,2.29,0.15,2.18,-0.32,1.99,-0.23,-1.43,y0
0.37,3.88,-0.14,-0.77,-0.98,0.61,-1.46,0.08,0.44,0.58,3.27,4.37,2.64,4.29,5.84,5.47,3.06,2.67,1.98,1.77,0.77,y0
0.96,2.38,1.69,2.03,5.8,5.58,4.84,5.34,3.64,2.42,2.25,0.95,1.95,1.78,-0.6,1.14,1.33,1.75,1.23,2.44,1.29,y0
2.32,-0.95,-0.65,0.4,0.73,2.29,1.45,1.1,0.41,-0.49,3.19,1.56,3.51,3.01,2.8,4.56,1.74,3.3,3.37,0.94,-0.59,y0
-0.48,-1.94,0.63,1.35,0.01,-1.43,0.74,-0.77,1.65,1.55,2.05,2.43,3.9,6.71,5.3,4.12,4.43,2.75,1.06,0.34,-0.61,y0
1.43,1.52,1.58,2.13,2.84,3.57,5.99,5.59,3.54,2.61,2.23,2.32,0.56,0.24,1.58,1.16,0.43,1.44,0.32,0.74,1.04,y0
-1.52,1.5,1.18,1.98,3.18,5.18,4.56,4.42,4.68,4.65,0.31,1.11,1.05,0.11,0.72,1.49,1.03,0.73,-0.14,0.65,-0.12,y0
0.06,1.51,1.68,1.42,1.12,2.57,1.4,0.87,1.2,2.32,1.73,1.67,0.42,3.72,2.93,2.34,2.06,1.55,1.62,1.46,-0.35,y0
0.18,0.14,1.97,0.62,2.42,2.72,5.14,2.86,2.2,2.83,4.01,0.96,-0.18,1.36,0.64,2.46,-1.05,0.92,1.95,0.98,0.32,y0
-0.25,0.51,1.11,0.94,0.7,3.8,2.88,1.67,1.99,0.82,2.09,1.28,3.73,2.43,3.04,1.91,0.15,2.17,1.06,0.02,0.54,y0
-0.28,1.37,1.78,1.01,3.63,5.64,5.59,4.61,3.85,1.63,2.58,1.12,1.72,0.71,0.09,-0.2,1.45,-1.63,0.78,0.29,-1.06,y0
-0.54,-1.48,-0.08,-0.57,-0.52,1.61,1.5,0.93,0.83,1.19,3.38,1.19,3.62,2.5,4.85,5.6,2.69,2.03,1.74,1.89,-0.55,y0
-1.86,1.3,0.18,0.74,1.63,0.81,2.19,1.28,1.44,0.98,1.94,1,2.44,4.51,2.38,3.57,2.51,1.7,-0.35,-0.41,-0.62,y0
-0.95,-0.14,0.81,-0.31,1.62,3.05,2.61,1.14,0.11,1.98,0.31,3.26,2.26,3.16,3.87,5.4,2.75,1.4,0.69,0.73,1.82,y0
-0.26,0.07,1.61,4.14,4.63,4.46,5.51,4.63,2.6,2.38,4.04,0.11,-0.49,-0.42,0.69,-0.55,1.43,-0.42,1.45,-1.32,-0.58,y0
-0.08,-0.46,0.93,5.22,3.33,2.05,5.75,1.52,2.47,3.52,3.27,0.18,-0.07,1.49,2.56,2.82,1.21,0.35,0.32,-0.24,-0.52,y0
-0.49,1.71,0.27,1.71,2.17,1.92,-0.74,-1.2,0.99,0.75,3.27,3.02,4.5,3.6,4.3,3.22,1.74,2.56,1.39,0.52,-1.51,y0
0.36,0.51,1.92,0.95,3.39,3.7,5.07,4.5,3.35,3.41,2.02,1.97,1.93,0.6,1.16,1.48,0.68,1.64,-0.23,0.08,0.46,y0
-1.88,2.38,3.27,2.43,3.23,4.21,5.85,5.37,5.6,2.65,3.27,1.42,-0.82,0.85,1.51,1.05,1.41,1.31,-2.1,0.5,-1.06,y0
-0.61,1.18,2.32,1.91,4.01,3.65,5.74,5.42,1.29,2.93,2.02,2.01,-1.03,-0.61,1.27,2,0.74,1.03,-0.04,-2.15,0.24,y0
-0.15,2,2.49,2.76,3.43,2.76,4.67,4.32,4.01,2.23,1.56,1.85,1.86,1.37,0.69,0.61,2.92,-0.27,1.33,2.05,-1.57,y0
1.06,-1.4,-1.09,-1.16,-0.44,2.86,-1.29,-1.15,0.14,1.4,1.77,1.37,3.4,4.22,6.18,5.12,3.33,1.26,1.04,2.97,-0.21,y0
-1.58,0.67,-0.4,-2.1,-0.92,0.34,-1.36,0.39,-0.7,1.08,0.37,2.48,4.33,4.93,5.6,5.98,4.57,1.01,3.05,0.37,1.31,y0
-1.21,-0.76,-0.79,1.72,-0.25,1.74,0.07,0.9,0.01,2.34,1.18,4.27,4.09,5.88,5.33,3.76,4.72,3.06,2.23,1.4,-0.51,y0
-0.37,0.41,1.59,1.89,1.75,2.33,4.09,3.21,1.54,3.72,1.23,1,0.51,4.62,5.17,3.83,2.32,1.76,0.52,0.02,-1.03,y0
1.11,0.05,0.93,3.06,1.58,1.41,2.71,2.22,3.1,2.63,1.01,1.17,3.24,4.94,4.33,2.8,4.15,2.09,2.1,1.07,-3.45,y0
-0.96,1.63,1.63,1.58,-0.73,0.94,1,0.63,1.95,2.37,1.46,3.2,3.32,2.94,3.78,4.62,1.67,2.05,2.26,1.49,-0.94,y0
0.4,0.62,2.37,1.01,0.78,2.6,2.75,2.7,1.41,1.77,2.88,0.64,2.11,2.43,3.27,4.14,3.45,3.23,1.76,0.17,1.14,y0
-0.29,-1.69,2.18,1.98,2.78,3.96,4.4,1.86,2.43,2.15,2.64,1.92,1.71,0.91,1.99,1.49,1.25,1.21,1.44,0.27,-0.25,y0
0.41,0.3,2.18,1.89,3.46,3.93,3.58,3.81,1.7,1.88,0.63,0.04,1.93,2.38,2.32,1.34,1.88,1.44,0.22,1.2,-1.01,y0
-0.17,-0.1,2.13,1.24,1.35,5.03,4.45,4.84,3.79,3.32,2.46,-0.26,0.68,-0.45,0.53,0.55,0.06,0.8,-0.88,0.54,-1.16,y0
0.3,3.18,0.81,2.77,3.33,4.29,6.46,3.08,3.24,1.36,0.75,1.74,0.31,0.92,1.05,1.02,1.18,1.83,-0.58,1.67,0.67,y0
1.2,0.62,1.85,3.33,3.55,3.65,4.84,3.54,5.24,2.7,1.64,1.81,-1.19,-1.26,2.37,-0.51,2.27,0.91,-0.54,-0.13,0.91,y0
-0.8,0.3,0.94,3.16,-0.17,2.55,1.92,2.88,1.95,3.23,3.34,2.21,0.81,1.97,2.35,1.66,4.34,0.46,-0.17,-0.01,1.16,y0
-0.86,0.66,3.17,0.14,0.36,0.33,0.58,1.88,1.89,0.89,1.29,2.18,3.56,2.85,5.01,2.56,3.36,2.94,-0.16,0.29,1.64,y0
-0.12,1.85,0.36,0.07,2.13,3.67,4.48,2.17,3.84,-0.22,0.77,1.94,1.82,4.1,2.6,3.16,3.86,1.65,1.45,-1.6,1.78,y0
-0.18,1.38,0.91,2.57,2.25,3.61,2.78,3.7,3.15,3.79,0.95,0.68,0.75,0.08,3.71,1.01,1.53,-0.07,1.11,0.27,0.82,y0
-1.98,1.49,1.49,1.84,3.16,1.68,3.93,1.78,1.3,1.69,2.91,2.29,2.15,2.87,3.97,3.85,2.06,0.86,0.22,0.51,-0.05,y0
0.02,-0.56,0.43,0.97,-1.57,-0.32,-0.09,-0.39,-0.54,1.77,3.18,2.79,4.86,5.77,5.8,5.44,3.95,3.33,0.4,0.35,-0.51,y0
-0.27,-0.2,-1.41,-1.06,-0.66,2.28,2.42,2.4,2.32,0.96,3.08,1.29,0.21,2.36,4.13,4.47,4.09,0.92,3.35,1.08,0.72,y0
1.01,1.44,2.43,0.3,1.89,2.4,1.4,2.69,1.44,2.93,0.83,3.71,2.32,5.09,4.92,3.39,3.02,2.76,0.33,1.57,0.96,y0
0.65,0.05,0.53,5.66,3.01,6.64,5.15,4.12,4.56,3.35,3.02,-0.53,1.26,-1.11,-1.57,-0.84,1.26,-0.22,-1.75,-0.14,0.39,y0
1.25,0.48,2.9,2.12,3.38,5.43,6.42,6.34,4.58,1.81,1.33,0.57,-0.59,0.74,0.16,-1.42,-0.4,0.78,-0.81,-0.84,0.39,y0
-0.11,1.49,0.75,1.9,3.53,5.7,4.04,2.27,0.35,2.2,0.11,0.79,-1.3,-0.71,0.55,0.88,0.82,-1.66,0.71,1.4,0.11,y0
-0.59,1.16,2.92,2.76,5.39,6.43,4.82,3.3,3.09,1.32,3.02,1.97,-0.35,-0.27,-0.58,-0.98,-0.43,-0.01,0.48,-1.66,-0.57,y0
0.86,2.08,-0.12,1.27,0.88,-0.39,0.25,1.35,-0.3,2.16,2.72,3.62,4.08,5.69,5.19,3.77,3.81,5.26,2.3,0.07,0.5,y0
-0.06,0.61,0.84,0.3,2.22,2.58,2.19,3.14,0.54,3.05,1.38,3.2,2.12,2.64,4.52,3.59,2.71,2.04,1.11,0.52,0.34,y0
-0.37,0.07,0.32,0.19,2.3,0.95,0.97,2.72,1.13,0.57,1.78,1.08,3.22,3.19,3.41,3.5,2.71,2.38,0.38,1.01,0.75,y0
0.55,1.25,1.99,2.21,2.08,2.9,4.4,4.05,3.49,1.32,1.66,2.16,0.86,2.15,2.47,2.01,1.44,0.93,1.33,2.99,-0.93,y0
-0.47,1.25,1.5,1.48,4.03,0.17,3.8,1.37,0.31,0.91,1.9,2.37,2.69,2.88,3.15,1.91,1.77,1.27,-0.34,1,0.21,y0
-0.12,1.25,-0.12,2.22,1.62,1.94,3.38,3.1,3.39,1.59,1.3,3.84,1.95,3.37,4.73,2.05,2.5,1.11,1.76,0.43,-1.84,y0
1.26,1.65,3.06,2.05,4.09,3.7,5.81,4.17,4.48,0.76,2.06,1.13,-1.21,1.09,1,1.77,-0.86,0.34,2.03,0.27,-1.1,y0
1.1,2.62,0.51,3.52,2.91,3.58,2.45,3.73,3.66,1.66,2.47,2.72,1.44,1.25,0.94,-0.18,0.56,2.91,0.47,-0.65,-0.32,y0
-0.63,-0.67,2.58,1.38,1.46,0.71,0.96,2.08,3.23,2.18,1.02,3.23,3.5,1.25,2.72,4.08,3.43,1.57,2.87,0.84,2.12,y0
0.4,0.09,-0.13,-0.07,2.09,2.28,2.21,1.75,1.95,0.82,-0.19,2.39,3.25,3.51,4.3,4.77,3.11,1.96,1.73,0.52,-1.31,y0
0.53,0.41,3.19,2.15,4.44,5.57,5.84,2.32,1.83,1.22,3,2.27,2.81,0.88,1.71,-0.38,0.68,-0.44,-0.53,-0.19,0,y0
1.96,0.65,0.19,3.74,3.28,3.94,5.57,2.83,2.13,3,2.2,2.16,-0.29,-0.9,-0.9,1.93,2.65,0.76,-0.42,-0.63,-0.65,y0
-0.05,0.93,-0.07,1.99,2.73,2.05,1.72,1.7,3.25,2.04,0.3,1.72,1.75,2.1,2.38,2.2,1.79,-0.35,0.62,1.3,-1.13,y0
-1.16,0.69,0.72,-1.8,1.56,1.75,2.31,1.01,1.29,1.54,2.83,2.68,2.73,4.46,4.7,4.19,3.22,3.35,1.18,-0.18,-0.82,y0
0.21,3.04,0.82,1.95,3.97,1.61,2.12,3.18,4.25,4.27,1.09,1.06,2.11,0.74,2.62,2.99,1.23,0.61,1.79,2.76,0.5,y0
0.99,0.62,1.15,1.23,1.73,1.77,0.87,0.16,1.27,1.07,2.62,3.63,1.28,5.2,4.52,4.02,2.16,2.53,0.01,1.45,1.1,y0
-2.15,1.79,0.58,0.63,1.63,2.19,0.2,0.8,1.47,1.1,2.29,2.13,2.27,3.97,3.91,4.54,2.88,2.59,-0.68,1.15,-0.37,y0
0.17,1.19,0.14,0.81,0.3,1.08,1.99,1.33,-0.37,2.74,2.64,3.45,1.23,5.3,4.71,5.54,3.38,2.36,-1.45,0.7,0.3,y0
0.31,-0.06,-1.24,-0.43,1.51,-0.4,-0.4,-1.43,-1.88,2.99,2.32,3.94,3.94,5.27,5.47,4.55,3.67,1.92,2.13,0.68,0.27,y0
0.46,0.02,1.98,2.5,0.73,2.71,1.69,0.55,0.46,2.19,2.06,1.45,0.84,1.42,4.08,4.13,2.64,1.66,1.63,3.13,0.92,y0
0.23,1.2,2.24,2.01,2.97,4.46,3.86,3.32,2.11,3.12,1.33,0.06,1.48,2.67,2.79,-0.19,0.71,1.65,1.57,2.06,0.7,y0
-0.84,1.6,2.42,0.25,1.64,2.93,4.26,3.68,3.05,1.88,1.93,1.08,-0.35,0.13,3.31,2.19,0.72,-1.33,-0.49,0.76,-2.33,y0
0.79,2.02,1.95,1.63,4.06,6.13,5.53,4.13,1.5,1.08,2.66,1.88,0.03,1.1,1.24,1.33,2.17,0.22,1.47,0.98,0.3,y0
-1.43,-0.46,-0.52,1.45,0,1.35,1.39,0.81,0.03,1.39,2.55,2.42,3.07,5.46,6.29,6.5,4.6,3.77,1.62,1.01,-1.86,y0
-0.26,1.21,-0.9,1.82,3.21,1.23,1.38,0,1.44,-0.3,3.1,0.89,2.52,4.03,3.22,2.68,1.87,2.6,1.08,1.11,0.94,y0
-0.73,1.59,0.28,1.63,3.14,1.86,3.65,3.16,1.24,2.81,1,3.48,2.34,2.04,4.79,2.64,2.6,2,-0.29,1.46,1.42,y0
0.57,0.62,0.86,3.38,2.65,4.1,6.4,4.78,3.17,4.03,0.96,2.36,0.85,0.89,0.69,1.39,0.49,0.03,0.74,0.07,-0.86,y0
0.57,-1.85,3.55,1.51,3.06,3.09,2.24,4.4,1.58,3.96,2.03,0.25,1.41,1.84,2.01,1.15,0.81,1.19,1.26,-0.91,-2.04,y0
0.12,1.67,1.37,1.44,3.17,4.32,6.48,3.9,4.17,1.83,2.19,1.25,-0.37,-0.22,1.35,-0.02,1.72,0.15,0.86,0.76,-2.77,y0
-1.19,2.52,1.03,2.86,4.09,3.12,5.43,4.26,3.36,1.44,1.44,2.63,0.02,1.61,0.75,1.73,-0.18,-0.91,-0.68,0.89,-0.46,y0
-0.13,0.35,3.14,3.06,1.95,4.23,4.85,4.81,2.23,2.58,2.17,2.08,1.84,2.95,2.01,-0.05,2.02,0.86,-0.09,1.23,-0.44,y0
0.08,-0.84,-0.34,0.89,1.15,1.32,1.74,1.12,0.24,0.14,3.19,2.66,3.57,5.35,4.69,2.33,2.19,1.44,2.04,1.03,-0.58,y0
0.83,2.2,2.68,1.9,3.35,5.42,5.09,4.04,5.14,3.71,4.31,3.1,-0.13,-0.3,-1.11,0.08,-0.18,-0.22,0.27,1.42,-0.91,y0
-0.23,0.46,2.31,-0.54,1.59,-0.99,0.34,2.27,0.49,-0.44,0.47,2.11,3.99,2.38,3.84,3.03,3.43,1.94,1.13,0.49,0.14,y0
-0.31,0.85,0.6,0.04,2.03,2.37,3.24,2.46,-0.09,1.83,3.54,2.22,1.81,2.2,3.3,3.86,2.76,0.48,1.78,2.3,0.36,y0
-0.55,-1.01,1.39,1.53,0.42,1.74,1.02,1.2,0.47,1.42,1.23,3.15,2.54,3.25,4.02,4.1,3.37,2.72,2.54,0.31,1.07,y0
-0.71,0.81,0.55,3.19,3.39,3.57,4.52,3.91,0.52,3.89,1.26,2.67,2.48,2.61,-0.77,1.67,1.61,1.76,0.07,-0.43,0.47,y0
